id,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Outage_Risk
2520,300.5,311.2,1269.71,45.2,2.0,580.02,0
2521,301.9,310.6,1126.74,65.9,29.0,483.79,0
2522,299.4,310.5,1623.3,28.1,179.0,512.07,0
2523,301.3,311.0,1436.01,35.6,202.0,551.93,0
2524,302.0,310.4,1686.24,23.2,161.0,674.61,0
2525,300.0,310.1,1588.0,28.0,202.0,529.97,0
2526,301.6,,1312.98,47.8,7.0,401.02,1
2527,297.6,308.6,1350.88,47.5,75.0,638.96,1
2528,300.8,312.3,1395.11,,71.0,514.47,0
2529,297.5,308.5,1314.84,41.6,118.0,519.52,0
2530,300.3,311.5,1371.2,41.5,151.0,502.09,1
2531,298.4,308.0,1377.78,37.8,7.0,530.94,0
2532,301.4,311.0,1342.35,36.5,91.0,663.59,0
2533,298.3,309.6,1271.79,44.1,197.0,466.35,0
2534,298.1,308.2,1352.29,39.3,151.0,607.3,0
2535,300.1,309.4,1661.26,23.6,26.0,637.74,0
2536,303.7,312.4,1180.6,59.3,137.0,458.78,0
2537,300.6,309.6,1432.37,37.0,50.0,396.38,0
2538,297.4,308.6,1384.54,38.0,33.0,651.94,0
2539,,310.3,1324.88,43.4,0.0,623.28,0
2540,298.9,309.6,1227.94,50.9,183.0,605.79,0
2541,299.2,308.4,1280.35,48.5,5.0,477.7,0
2542,300.7,309.8,1187.16,54.4,171.0,275.09,0
2543,300.8,310.4,1395.18,35.2,23.0,651.88,1
2544,299.9,,1240.71,60.9,57.0,569.92,0
2545,302.7,311.7,1325.75,45.2,8.0,476.4,1
2546,,312.0,1267.16,,154.0,544.27,0
2547,297.8,308.9,1394.91,37.6,106.0,419.0,0
2548,300.9,312.0,1349.16,44.2,,501.42,0
2549,301.7,310.6,1270.35,46.0,112.0,585.86,0
2550,300.7,310.8,1316.14,42.0,147.0,448.35,1
2551,300.1,309.3,1494.85,32.0,199.0,438.33,0
2552,298.6,309.4,1176.43,51.4,52.0,386.63,0
2553,297.6,309.5,1504.86,32.2,,619.19,1
2554,297.5,308.2,1526.62,32.2,17.0,533.45,0
2555,,308.2,1295.6,53.5,7.0,638.11,0
2556,297.5,309.4,1493.1,34.4,,729.51,1
2557,300.8,310.7,1236.57,44.7,,432.46,0
2558,300.9,310.9,1583.6,27.9,148.0,559.04,1
2559,298.9,308.2,1666.32,23.8,26.0,621.16,0
2560,300.4,310.1,1312.01,35.1,193.0,473.61,0
2561,298.3,309.2,1329.11,52.1,26.0,589.35,0
2562,298.2,308.8,1359.1,43.3,61.0,572.17,1
2563,301.6,310.7,1503.43,33.8,196.0,604.03,1
2564,300.1,310.5,1201.12,45.8,126.0,552.65,0
2565,297.6,308.4,1256.89,51.9,218.0,578.48,0
2566,302.2,311.7,1317.83,45.6,140.0,460.01,0
2567,303.1,311.3,1482.37,31.8,217.0,592.91,0
2568,298.3,308.6,1412.89,29.3,162.0,597.74,0
2569,297.3,308.7,1404.85,33.9,93.0,663.2,0
2570,304.0,313.3,1674.14,27.1,88.0,645.02,0
2571,297.3,308.2,1420.66,35.7,9.0,451.0,1
2572,302.2,,1292.68,45.1,15.0,504.49,0
2573,302.3,310.1,1537.97,33.4,112.0,469.86,0
2574,297.0,307.8,1448.3,37.2,189.0,815.34,1
2575,,308.5,1239.45,46.4,48.0,491.54,0
2576,298.6,309.8,1338.51,37.7,134.0,687.76,1
2577,298.2,308.4,1248.32,42.2,,331.3,0
2578,303.8,313.1,1289.75,42.4,152.0,685.94,0
2579,301.0,312.3,1335.04,42.6,107.0,480.08,0
2580,298.4,309.5,1307.62,41.7,119.0,438.52,0
2581,303.5,312.3,1240.62,49.0,35.0,380.44,0
2582,297.7,308.4,1351.91,41.4,84.0,614.1,0
2583,301.7,310.6,1173.76,59.7,42.0,498.63,0
2584,298.2,308.3,1401.47,49.1,22.0,578.61,0
2585,297.5,307.9,1386.51,37.9,136.0,557.05,1
2586,,310.6,1303.01,38.8,22.0,557.16,0
2587,299.7,309.1,1470.33,38.5,170.0,480.48,0
2588,300.5,311.6,1370.09,37.6,191.0,590.61,0
2589,302.3,311.7,1378.24,39.6,,590.34,1
2590,298.3,309.0,1499.38,32.2,179.0,550.49,0
2591,302.6,310.5,1397.7,39.9,184.0,450.28,0
2592,299.6,310.1,1354.28,42.9,42.0,330.25,0
2593,298.3,308.6,1348.86,38.3,142.0,652.66,1
2594,298.9,310.2,1388.65,42.5,179.0,643.63,1
2595,298.2,308.8,1203.83,57.3,28.0,651.62,0
2596,301.9,310.6,1259.86,46.5,89.0,442.52,0
2597,298.1,307.8,1349.03,,71.0,489.34,0
2598,301.6,310.6,1415.84,34.4,162.0,530.67,1
2599,299.0,310.3,1495.88,34.5,168.0,612.4,0
2600,301.0,309.6,1262.08,48.0,135.0,423.48,0
2601,300.4,,1248.55,56.9,170.0,429.15,0
2602,301.0,311.0,1297.21,38.6,199.0,417.68,0
2603,295.7,306.3,1499.17,34.9,84.0,456.08,0
2604,300.2,311.8,1628.22,23.2,,681.12,1
2605,299.8,309.4,1347.84,32.5,27.0,512.61,0
2606,297.1,307.8,1380.65,40.4,,458.42,0
2607,296.6,307.5,1601.83,27.0,,820.86,0
2608,297.2,308.3,1612.69,23.8,61.0,694.15,0
2609,298.8,308.6,1361.83,36.1,157.0,557.34,0
2610,300.7,310.1,1313.72,35.5,191.0,513.89,1
2611,299.8,309.2,1345.27,47.5,216.0,397.48,0
2612,296.9,308.0,1217.39,44.5,,583.04,1
2613,298.2,,1359.12,37.2,178.0,512.4,0
2614,300.7,309.8,1241.81,48.4,151.0,386.34,0
2615,300.5,311.6,1515.33,30.0,158.0,684.63,0
2616,297.6,308.7,1462.76,37.9,79.0,643.41,0
2617,300.6,310.4,1335.89,35.6,150.0,361.33,1
2618,298.0,309.4,1410.2,38.1,58.0,794.62,0
2619,,311.0,1279.24,45.9,144.0,520.02,0
2620,300.3,311.8,1804.43,19.6,12.0,730.23,0
2621,301.6,310.8,1561.95,26.7,150.0,657.65,0
2622,301.9,310.4,1540.33,24.8,17.0,648.36,0
2623,,311.0,1282.32,49.9,55.0,346.18,0
2624,,307.9,1392.62,32.6,,415.63,0
2625,297.8,307.4,1338.81,40.8,137.0,422.09,0
2626,297.2,308.5,1400.26,44.3,163.0,275.92,0
2627,,308.6,1509.32,30.5,177.0,760.86,0
2628,300.3,310.2,1286.97,45.2,48.0,448.63,0
2629,301.8,309.6,1274.9,42.7,231.0,477.61,0
2630,298.2,307.9,1676.07,23.6,69.0,866.26,0
2631,298.4,309.4,1279.16,50.1,117.0,524.0,1
2632,301.7,311.3,1294.89,45.9,85.0,580.55,0
2633,303.4,312.1,1370.99,39.4,197.0,442.49,0
2634,301.6,310.1,1224.08,55.8,70.0,499.19,0
2635,298.2,307.8,1549.96,26.1,66.0,626.52,0
2636,299.6,309.0,1482.66,33.6,,501.28,1
2637,303.5,312.1,1521.77,30.8,0.0,768.77,1
2638,303.8,312.4,1450.66,33.4,203.0,667.76,0
2639,298.9,310.3,1359.86,36.3,161.0,482.49,1
2640,,308.8,1321.05,46.2,167.0,567.76,0
2641,301.6,310.6,1621.82,23.5,146.0,603.99,0
2642,300.8,310.7,1725.28,22.4,36.0,698.64,1
2643,303.3,311.4,1753.41,,0.0,685.89,1
2644,301.6,309.8,1346.94,42.5,91.0,567.06,0
2645,300.6,309.9,1300.52,43.7,153.0,406.15,0
2646,298.3,307.7,1307.99,49.4,109.0,549.65,0
2647,300.0,310.1,1546.51,28.7,55.0,579.44,0
2648,298.3,309.5,1374.44,36.7,134.0,632.73,0
2649,299.2,310.7,1560.82,27.0,225.0,601.4,1
2650,301.7,311.2,1455.09,30.0,161.0,720.27,0
2651,299.7,311.0,1338.21,21.0,201.0,510.35,1
2652,297.9,307.3,1644.96,26.3,5.0,545.81,1
2653,302.4,311.2,1305.03,43.9,,549.14,1
2654,301.3,311.2,1475.14,32.1,12.0,562.52,0
2655,297.7,308.5,1418.11,35.2,127.0,428.64,0
2656,297.5,308.7,1314.26,53.0,168.0,341.22,0
2657,301.7,310.5,1387.55,39.1,114.0,578.13,0
2658,300.8,309.9,1167.78,65.3,192.0,585.2,0
2659,298.9,,1373.13,61.9,216.0,613.83,0
2660,303.3,311.8,1535.32,30.6,18.0,588.07,1
2661,302.3,311.2,1314.18,43.8,112.0,412.11,0
2662,300.6,310.0,1303.82,53.8,103.0,480.72,0
2663,299.1,,1306.75,43.0,40.0,541.7,0
2664,303.6,312.5,1196.7,54.0,186.0,279.89,0
2665,301.3,,1255.99,47.9,33.0,428.56,0
2666,303.0,311.1,1268.91,39.8,181.0,408.8,0
2667,,308.8,1401.05,32.7,75.0,666.09,0
2668,298.4,309.5,1954.52,15.3,98.0,656.26,1
2669,301.1,310.9,1370.96,37.9,126.0,554.91,1
2670,297.4,308.4,1278.15,50.4,70.0,525.8,0
2671,300.5,309.9,1341.8,40.0,148.0,499.87,0
2672,297.7,308.7,1497.98,27.2,125.0,710.28,0
2673,298.4,308.9,1532.8,29.5,107.0,791.24,1
2674,304.1,313.4,1338.96,42.4,105.0,584.04,0
2675,302.6,310.4,1413.44,35.1,25.0,698.51,0
2676,298.3,308.9,1531.3,30.7,174.0,613.76,0
2677,298.6,308.2,1332.2,44.0,43.0,422.65,0
2678,298.9,310.1,1240.08,51.7,192.0,704.74,0
2679,300.2,,1255.05,50.9,34.0,476.49,0
2680,300.2,309.5,1352.07,45.7,89.0,591.89,0
2681,297.1,308.4,1356.06,39.6,205.0,544.17,0
2682,297.4,308.8,1193.07,49.4,188.0,516.91,0
2683,298.8,310.5,1530.14,32.8,4.0,770.24,0
2684,298.4,308.6,1296.33,47.1,,626.13,0
2685,298.3,309.3,1372.94,41.7,5.0,578.56,0
2686,298.2,309.1,1301.53,,164.0,538.92,0
2687,300.0,310.1,1286.83,40.9,60.0,443.3,0
2688,301.9,311.1,1249.1,51.6,184.0,672.64,0
2689,,308.5,1392.56,35.6,46.0,532.13,0
2690,,308.3,1386.6,34.7,213.0,636.1,1
2691,297.1,307.9,1450.85,38.9,166.0,626.16,1
2692,302.9,312.5,1409.68,40.0,20.0,604.1,0
2693,297.7,308.5,1529.89,29.9,210.0,613.79,1
2694,298.8,308.6,1365.64,37.7,170.0,504.28,0
2695,297.2,308.7,1347.62,38.5,86.0,435.4,1
2696,300.2,311.6,1227.71,,132.0,576.69,0
2697,297.9,309.0,1277.47,43.9,116.0,510.75,0
2698,298.9,310.1,1182.47,,171.0,522.5,0
2699,302.2,311.5,1314.82,40.4,93.0,359.84,0
2700,300.3,310.4,1194.62,54.4,52.0,511.85,0
2701,300.3,310.6,1288.25,53.8,86.0,474.46,0
2702,301.1,311.7,1679.45,24.5,7.0,667.69,1
2703,297.6,307.1,1400.77,39.1,39.0,629.56,1
2704,300.6,310.5,1328.58,18.0,16.0,473.72,0
2705,297.6,309.2,1246.62,,221.0,579.42,0
2706,298.8,309.6,1180.16,57.4,185.0,628.32,0
2707,297.5,308.5,1491.84,33.1,9.0,637.22,0
2708,303.0,311.3,1190.68,53.6,164.0,618.13,0
2709,300.4,310.7,1488.58,36.3,127.0,565.85,0
2710,297.0,,1660.95,22.8,,526.07,0
2711,301.6,311.0,1308.32,42.6,158.0,560.03,0
2712,302.4,311.8,1481.51,30.1,210.0,689.57,0
2713,,309.3,1436.05,35.1,,486.27,0
2714,297.3,308.5,1566.83,27.7,138.0,647.77,1
2715,300.8,311.4,1670.65,22.2,53.0,487.84,1
2716,297.4,308.7,1319.89,57.4,96.0,386.39,0
2717,,311.0,1313.49,50.2,214.0,509.07,0
2718,302.2,311.4,1304.57,43.1,29.0,659.56,1
2719,302.6,311.0,1368.71,37.2,95.0,539.61,1
2720,302.5,311.1,1348.92,38.8,135.0,701.42,0
2721,300.6,310.8,1399.47,38.5,117.0,609.15,1
2722,304.2,,1288.21,46.0,149.0,385.86,0
2723,302.4,310.3,1360.12,45.8,123.0,556.88,0
2724,295.6,306.0,1215.61,52.4,0.0,407.45,0
2725,298.8,,1337.62,38.5,132.0,609.49,0
2726,301.2,310.1,1370.07,34.9,37.0,399.94,0
2727,302.6,311.6,1185.38,53.2,0.0,405.7,0
2728,303.7,312.3,1451.44,37.4,103.0,739.9,1
2729,302.4,312.0,1303.35,45.5,,491.97,1
2730,302.3,310.2,1402.99,35.3,170.0,674.77,0
2731,301.2,310.8,1330.02,41.2,,486.57,0
2732,297.9,307.6,1335.91,38.0,40.0,573.54,0
2733,297.5,308.3,1322.12,32.9,,530.48,1
2734,,312.0,1556.81,27.9,202.0,604.02,0
2735,300.5,309.9,1352.75,19.8,189.0,567.29,0
2736,303.4,312.2,1392.14,,85.0,609.79,1
2737,300.8,312.5,1297.29,50.7,121.0,541.18,0
2738,299.6,310.8,1266.95,50.4,98.0,501.04,0
2739,303.5,313.0,1190.37,59.5,71.0,563.33,0
2740,301.2,310.8,1224.28,,23.0,527.24,0
2741,301.0,310.4,1472.46,30.9,177.0,458.21,1
2742,300.4,310.3,1404.56,35.0,33.0,727.56,0
2743,298.2,307.8,1612.52,25.1,108.0,641.28,1
2744,298.0,308.3,1312.95,42.6,107.0,393.26,0
2745,299.0,310.2,1422.17,31.8,89.0,787.47,0
2746,300.7,311.2,1327.67,,33.0,462.43,0
2747,298.3,309.1,1351.37,37.0,,393.49,0
2748,,309.5,1567.27,30.2,41.0,564.03,1
2749,,310.5,1352.12,61.4,77.0,528.95,0
2750,300.9,310.8,1529.41,29.1,14.0,646.19,1
2751,298.7,309.7,1472.68,27.9,136.0,435.55,0
2752,302.3,310.2,1305.6,54.6,120.0,525.26,0
2753,297.6,308.4,1485.63,32.4,130.0,605.6,1
2754,298.6,309.9,1268.25,45.5,38.0,391.89,0
2755,303.6,312.3,1493.01,31.3,100.0,716.98,1
2756,,,1338.48,49.1,140.0,527.64,0
2757,297.3,307.9,1333.11,37.5,161.0,380.7,1
2758,297.7,307.3,1377.47,38.6,19.0,692.05,1
2759,301.4,310.8,1481.51,34.6,187.0,656.35,1
2760,300.4,310.5,1632.87,25.1,,689.6,1
2761,300.1,310.6,1206.8,45.4,119.0,575.41,0
2762,303.5,311.6,1243.55,46.5,62.0,446.51,1
2763,,310.6,1272.43,52.0,95.0,513.17,0
2764,300.6,311.7,1338.75,43.6,198.0,465.33,0
2765,298.1,308.9,1172.83,50.4,110.0,555.72,0
2766,297.2,307.9,1181.22,58.1,184.0,478.21,0
2767,302.2,311.1,1466.57,34.6,94.0,519.91,1
2768,,310.4,1175.13,62.8,22.0,415.5,0
2769,298.4,309.2,1225.55,52.7,196.0,600.74,0
2770,302.3,310.8,1343.02,41.4,102.0,512.08,0
2771,298.7,,1509.74,30.8,141.0,420.88,1
2772,304.2,313.4,1309.14,49.4,96.0,485.66,0
2773,297.8,307.8,1412.82,37.9,33.0,473.39,0
2774,300.2,311.6,1661.45,27.0,22.0,732.54,0
2775,300.6,310.6,1653.79,26.2,78.0,572.53,1
2776,302.3,311.7,1229.41,53.6,,532.53,0
2777,299.6,309.2,1679.45,23.4,225.0,695.51,0
2778,300.3,311.6,1305.84,41.6,102.0,492.39,0
2779,299.2,308.4,1363.57,39.4,0.0,591.92,0
2780,299.1,310.5,1286.28,43.0,53.0,446.68,0
2781,301.5,310.7,1219.47,65.6,0.0,414.49,0
2782,299.7,309.2,1272.5,45.4,147.0,598.02,1
2783,298.4,309.6,1558.87,27.3,163.0,830.32,1
2784,297.8,,1318.47,39.8,21.0,373.72,0
2785,298.6,309.6,1221.29,59.4,200.0,544.35,0
2786,299.0,308.7,1422.37,32.5,25.0,595.01,0
2787,303.9,,1290.61,,196.0,497.7,0
2788,300.5,310.5,1357.32,36.6,54.0,637.93,0
2789,297.9,308.0,1176.24,62.9,41.0,408.29,0
2790,300.7,312.0,1236.06,51.1,50.0,515.5,0
2791,297.4,,1471.81,32.8,85.0,599.59,0
2792,303.5,312.5,1222.14,51.0,172.0,475.25,0
2793,298.1,308.4,1212.72,40.2,,359.81,0
2794,298.2,307.9,1378.14,36.6,105.0,537.13,0
2795,301.4,310.5,1307.28,39.2,206.0,478.39,0
2796,302.7,310.7,1286.32,43.7,13.0,539.18,0
2797,299.2,308.4,1229.13,51.3,96.0,506.11,0
2798,297.4,308.5,1344.12,44.9,20.0,671.83,0
2799,303.4,312.8,1346.34,50.8,94.0,632.11,0
2800,301.4,310.5,1393.98,39.9,201.0,573.8,0
2801,300.5,310.6,1394.72,36.2,30.0,568.93,0
2802,300.8,311.8,1254.37,43.3,180.0,507.98,0
2803,300.1,311.4,1216.36,48.5,,474.48,0
2804,302.4,311.9,1230.99,47.3,162.0,462.97,0
2805,298.3,308.0,1215.26,56.9,81.0,604.52,0
2806,298.9,310.2,1610.04,26.8,216.0,476.71,1
2807,297.4,308.7,1423.32,31.9,161.0,507.01,1
2808,301.5,310.7,1326.78,39.4,17.0,419.92,0
2809,301.0,310.4,1435.1,,124.0,500.11,0
2810,301.6,310.6,1293.69,37.5,137.0,685.18,0
2811,,306.5,1401.16,35.1,,770.6,0
2812,301.0,310.9,1342.29,37.3,21.0,450.89,1
2813,295.9,,1291.16,41.0,109.0,520.42,0
2814,299.0,309.5,1680.13,23.3,73.0,768.71,1
2815,297.4,308.5,1880.34,16.9,176.0,751.81,1
2816,302.7,310.5,1328.21,35.0,8.0,450.84,0
2817,299.1,308.5,1369.06,46.8,,611.72,0
2818,301.4,311.0,1371.18,45.8,125.0,546.94,0
2819,,310.5,1246.35,44.1,184.0,548.94,1
2820,300.3,309.4,1520.84,29.4,190.0,604.83,0
2821,304.1,313.3,1707.79,24.5,190.0,589.12,1
2822,304.0,313.0,1265.81,42.1,5.0,658.86,0
2823,301.0,310.8,1398.27,39.3,194.0,556.12,1
2824,300.9,310.8,1337.17,30.4,55.0,500.52,0
2825,300.7,311.1,1216.87,49.9,96.0,572.06,0
2826,296.9,307.8,1275.12,57.1,202.0,435.79,0
2827,296.2,307.3,1520.94,29.9,42.0,655.58,1
2828,301.3,310.9,1463.74,33.9,157.0,585.19,1
2829,298.6,308.4,1386.23,34.4,25.0,585.09,0
2830,302.5,310.3,1387.48,37.3,168.0,545.95,0
2831,300.7,310.8,1725.21,22.0,74.0,637.99,1
2832,297.6,308.6,1244.08,47.1,11.0,410.15,0
2833,298.8,309.8,1354.81,36.2,57.0,513.48,0
2834,299.8,,1123.51,58.0,90.0,551.16,0
2835,303.7,312.8,1522.29,31.8,203.0,567.99,0
2836,302.0,309.7,1374.65,34.8,207.0,706.92,1
2837,,310.2,1554.51,27.3,26.0,627.71,1
2838,,309.4,1582.51,25.5,89.0,799.02,1
2839,297.3,308.6,1273.28,53.5,112.0,704.34,1
2840,296.8,307.6,1227.06,52.0,140.0,374.06,0
2841,297.5,308.4,1525.58,28.1,15.0,611.25,0
2842,298.7,309.1,1353.43,49.5,200.0,526.0,0
2843,297.4,308.6,1480.51,31.0,89.0,687.17,0
2844,,312.7,1627.13,24.4,163.0,694.3,1
2845,300.7,309.6,1227.92,51.1,160.0,616.35,0
2846,298.7,310.0,1414.09,32.6,197.0,595.33,0
2847,298.3,308.1,1476.06,32.7,83.0,619.96,0
2848,301.5,310.7,1214.17,47.1,115.0,607.95,0
2849,302.3,311.5,1252.49,54.2,198.0,553.24,0
2850,297.6,309.6,1178.32,,2.0,401.09,0
2851,298.1,307.6,1244.17,53.8,129.0,602.5,0
2852,299.4,309.3,1390.92,36.0,197.0,364.23,0
2853,296.8,,1267.91,45.4,70.0,541.97,0
2854,301.5,310.6,1461.94,31.9,137.0,590.81,1
2855,297.4,308.3,1364.3,21.8,24.0,537.59,0
2856,,310.3,1358.74,45.0,171.0,302.95,0
2857,303.4,311.8,1201.12,50.9,200.0,482.96,0
2858,300.7,310.1,1231.23,50.8,75.0,458.57,0
2859,302.0,310.7,1971.07,17.8,17.0,825.28,1
2860,,309.5,1723.46,20.6,37.0,537.33,1
2861,297.5,308.7,1331.74,44.7,29.0,681.97,1
2862,300.4,309.7,1344.67,35.2,,454.4,0
2863,300.1,309.2,1297.81,44.4,19.0,568.59,0
2864,303.5,311.5,1392.3,33.3,120.0,526.4,0
2865,,310.8,1148.2,62.6,183.0,313.59,0
2866,298.5,309.7,1488.02,37.8,78.0,530.03,0
2867,299.3,,1280.1,40.6,123.0,532.38,0
2868,301.9,310.4,1711.98,21.5,,667.94,0
2869,298.8,309.2,1247.65,48.5,120.0,367.74,0
2870,,313.0,1714.62,22.5,110.0,756.03,1
2871,303.3,312.5,1194.59,49.8,120.0,483.26,1
2872,297.6,309.6,1508.72,32.1,155.0,526.87,1
2873,299.0,310.1,1441.23,29.2,62.0,656.92,0
2874,298.8,308.5,1315.88,,66.0,528.03,0
2875,297.3,308.4,1285.82,41.3,67.0,583.03,1
2876,299.2,310.4,1346.55,43.3,37.0,443.37,0
2877,298.7,309.8,1321.28,38.4,62.0,391.67,0
2878,303.7,313.1,1237.8,48.6,183.0,526.09,0
2879,298.1,308.0,1324.52,46.0,61.0,484.16,1
2880,302.4,311.1,1256.77,54.4,0.0,266.07,1
2881,298.5,309.5,1151.48,66.7,12.0,382.74,0
2882,300.4,311.3,1463.44,34.6,24.0,690.46,0
2883,301.5,310.4,1193.01,46.6,24.0,747.04,0
2884,296.3,,1745.35,19.1,67.0,636.36,1
2885,298.1,307.6,1393.7,37.1,84.0,510.8,0
2886,302.7,311.7,1594.64,29.9,5.0,712.41,1
2887,300.7,310.3,1305.56,40.0,207.0,629.56,0
2888,302.2,311.5,1275.5,45.2,39.0,387.58,1
2889,301.4,310.0,1626.29,25.6,30.0,655.71,1
2890,299.3,309.2,1584.81,,125.0,703.23,1
2891,303.4,311.7,1341.0,51.3,51.0,468.47,0
2892,298.1,308.2,1227.64,47.5,33.0,495.32,0
2893,299.9,311.3,1379.49,38.1,160.0,727.27,1
2894,302.0,310.6,1315.11,40.5,24.0,688.87,0
2895,299.9,309.2,1399.49,38.9,180.0,509.16,1
2896,,308.9,1286.13,39.1,117.0,555.73,0
2897,298.5,309.8,1354.25,40.9,157.0,450.12,0
2898,298.9,310.1,1300.33,42.6,164.0,570.22,1
2899,296.9,307.8,1278.64,50.7,130.0,534.79,0
2900,302.1,311.2,1250.89,50.8,164.0,360.3,0
2901,302.5,,1409.57,,136.0,601.41,1
2902,295.5,305.9,1334.08,47.3,9.0,431.86,0
2903,296.9,308.0,1383.0,,11.0,463.59,1
2904,300.7,311.0,1189.67,53.9,150.0,663.48,0
2905,298.1,309.9,1476.12,,53.0,591.51,0
2906,303.3,311.5,1447.55,35.2,10.0,505.64,1
2907,303.8,312.6,1351.54,29.3,167.0,453.46,0
2908,301.5,310.6,1784.2,20.2,124.0,534.29,1
2909,302.0,311.0,1694.13,22.7,48.0,792.67,1
2910,299.4,308.9,1295.62,40.5,168.0,401.69,0
2911,301.2,312.3,1413.42,38.3,87.0,510.28,0
2912,298.3,,1435.38,37.8,101.0,574.82,0
2913,300.3,311.6,1421.75,37.7,107.0,605.28,0
2914,300.3,311.7,1534.52,28.3,193.0,634.18,1
2915,298.5,308.0,1231.22,49.2,149.0,560.95,0
2916,302.5,310.4,1332.16,42.0,152.0,382.35,0
2917,303.9,313.1,1258.89,49.3,199.0,535.64,0
2918,300.0,,1241.82,44.1,206.0,533.62,0
2919,301.8,310.9,1336.72,,31.0,730.46,0
2920,300.9,311.9,1925.25,16.5,43.0,735.52,1
2921,299.3,,1555.74,29.7,141.0,620.14,1
2922,298.5,309.6,1356.68,48.2,107.0,464.47,0
2923,298.1,308.2,1356.85,40.7,57.0,557.19,0
2924,300.9,310.8,1308.49,,57.0,484.64,0
2925,299.8,310.2,1343.87,36.6,191.0,607.64,1
2926,300.7,310.1,1237.73,52.6,167.0,480.33,0
2927,,,1666.86,26.3,,736.2,1
2928,298.0,308.2,1458.92,,5.0,519.69,1
2929,299.3,308.8,1441.06,33.9,203.0,695.71,1
2930,302.4,311.9,1450.8,29.9,44.0,570.76,1
2931,302.0,310.6,1341.68,44.9,86.0,584.22,1
2932,299.8,311.1,1605.75,24.9,174.0,819.32,1
2933,300.4,,1369.45,23.9,155.0,669.93,1
2934,297.1,308.7,1356.69,42.3,64.0,657.45,0
2935,298.6,309.5,1213.96,55.0,65.0,422.35,0
2936,297.9,309.0,2206.44,13.9,82.0,850.77,1
2937,301.0,310.1,1290.63,44.1,217.0,445.94,1
2938,297.8,309.0,1193.67,56.9,6.0,365.26,0
2939,300.2,311.4,1707.77,22.6,86.0,766.94,1
2940,298.1,307.8,1395.2,35.9,132.0,598.11,0
2941,300.4,311.2,1290.86,56.8,173.0,403.62,0
2942,301.0,310.9,1349.68,36.7,199.0,434.58,0
2943,297.4,308.8,1190.75,48.7,220.0,513.79,0
2944,297.3,308.2,1738.52,24.4,,573.97,1
2945,,308.4,1347.02,43.8,6.0,530.9,0
2946,302.7,312.2,1271.78,52.1,213.0,632.8,0
2947,300.8,311.3,1346.54,45.5,141.0,636.13,1
2948,300.6,311.7,1252.53,52.1,210.0,507.4,0
2949,299.4,308.7,1362.22,37.8,112.0,528.22,1
2950,298.9,310.0,1375.38,42.9,170.0,446.2,0
2951,300.4,309.7,1335.52,36.9,131.0,617.66,0
2952,298.1,308.9,1222.58,46.2,173.0,517.8,1
2953,300.2,309.7,1355.43,44.0,144.0,424.73,0
2954,298.2,308.0,1450.14,33.7,32.0,692.14,0
2955,299.5,310.7,1283.34,56.5,7.0,620.62,1
2956,298.2,309.0,1291.67,44.2,147.0,654.23,0
2957,302.4,311.8,1265.55,50.9,99.0,503.6,0
2958,300.7,310.6,1318.46,43.2,187.0,550.74,1
2959,300.2,309.3,1373.32,35.6,63.0,501.97,0
2960,299.5,308.9,1356.21,,122.0,466.08,0
2961,,310.7,1686.26,21.1,44.0,672.53,0
2962,295.9,306.6,1357.89,30.4,117.0,484.34,0
2963,296.3,307.4,1322.93,39.9,51.0,622.7,0
2964,298.9,310.2,1519.02,32.5,63.0,671.42,1
2965,297.9,307.7,1362.5,42.8,125.0,521.78,0
2966,299.3,309.0,1352.84,35.0,70.0,331.65,0
2967,297.3,308.3,1359.38,37.0,54.0,605.19,0
2968,303.8,313.1,1196.7,55.8,193.0,457.29,0
2969,298.0,309.9,1271.78,47.7,43.0,557.91,0
2970,,,1303.71,46.2,186.0,420.33,0
2971,301.3,310.7,1330.82,47.2,74.0,463.51,1
2972,300.9,311.0,2007.13,15.8,156.0,906.6,1
2973,300.9,310.7,1323.82,36.2,208.0,600.3,1
2974,300.5,309.7,1424.81,42.8,196.0,661.86,0
2975,,308.3,1179.28,46.9,28.0,563.18,0
2976,301.5,310.8,1411.5,29.6,33.0,514.98,0
2977,300.3,309.9,1283.26,46.5,28.0,474.23,0
2978,302.8,312.3,1265.76,57.8,172.0,688.95,0
2979,299.2,310.5,1211.58,48.9,30.0,590.51,0
2980,297.8,307.9,1285.1,48.6,46.0,446.59,1
2981,303.4,312.9,1243.77,54.1,109.0,392.0,0
2982,302.9,311.0,1646.15,24.6,128.0,599.64,0
2983,302.4,311.0,1357.66,37.1,168.0,700.74,0
2984,297.4,308.2,1255.93,50.0,52.0,443.44,0
2985,301.1,311.3,1530.58,30.7,,686.4,1
2986,298.0,307.4,1280.24,46.5,182.0,409.04,0
2987,,311.7,1254.16,42.5,53.0,501.43,0
2988,302.1,310.7,1228.04,45.1,208.0,547.84,0
2989,299.8,311.0,1750.63,20.0,185.0,608.16,1
2990,303.9,313.2,1314.98,44.1,197.0,525.5,0
2991,300.5,310.0,1450.4,37.0,181.0,692.32,1
2992,300.4,309.4,1344.87,51.6,153.0,434.74,0
2993,298.0,,1349.85,,179.0,595.41,0
2994,297.4,309.3,1400.71,36.0,126.0,592.97,0
2995,297.3,308.1,1324.94,28.4,54.0,511.94,0
2996,302.7,310.4,1169.6,55.2,20.0,482.23,0
